my,geoid,br_2020,se_traf,pt_traf,total_traf,borough,shape_area,nta_nam
19-Jul,36047021900,3021900,4249,19663,23912,Brooklyn,1582742.178,Crown Heights (North)
21-Jul,36047021900,3021900,4407,34651,39058,Brooklyn,1582742.178,Crown Heights (North)
19-Aug,36047021900,3021900,2907,19906,22813,Brooklyn,1582742.178,Crown Heights (North)
21-Aug,36047021900,3021900,5206,51682,56888,Brooklyn,1582742.178,Crown Heights (North)
19-May,36047022000,3022000,7490,71,7561,Brooklyn,2091173.051,Borough Park
21-May,36047022000,3022000,5039,31721,36760,Brooklyn,2091173.051,Borough Park
19-Jun,36047022000,3022000,9483,49194,58677,Brooklyn,2091173.051,Borough Park
21-Jun,36047022000,3022000,15223,52263,67486,Brooklyn,2091173.051,Borough Park
19-Jul,36047022000,3022000,15193,32089,47282,Brooklyn,2091173.051,Borough Park
21-Jul,36047022000,3022000,5563,51958,57521,Brooklyn,2091173.051,Borough Park
19-Aug,36047022000,3022000,12649,83600,96249,Brooklyn,2091173.051,Borough Park
21-Aug,36047022000,3022000,5902,96006,101908,Brooklyn,2091173.051,Borough Park
19-May,36047022100,3022100,14740,89370,104110,Brooklyn,1635894.765,Crown Heights (North)
21-May,36047022100,3022100,8406,11089,19495,Brooklyn,1635894.765,Crown Heights (North)
19-Jun,36047022100,3022100,10808,107280,118088,Brooklyn,1635894.765,Crown Heights (North)
21-Jun,36047022100,3022100,8403,71907,80310,Brooklyn,1635894.765,Crown Heights (North)
19-Jul,36047022100,3022100,5126,98988,104114,Brooklyn,1635894.765,Crown Heights (North)
21-Jul,36047022100,3022100,13981,145069,159050,Brooklyn,1635894.765,Crown Heights (North)
19-Aug,36047022100,3022100,3522,71,3593,Brooklyn,1635894.765,Crown Heights (North)
21-Aug,36047022100,3022100,8782,8857,17639,Brooklyn,1635894.765,Crown Heights (North)
19-May,36047022200,3022200,6327,42118,48445,Brooklyn,1896474.105,Borough Park
21-May,36047022200,3022200,4,80938,80942,Brooklyn,1896474.105,Borough Park
19-Jun,36047022200,3022200,2164,41404,43568,Brooklyn,1896474.105,Borough Park
21-Jun,36047022200,3022200,8577,108482,117059,Brooklyn,1896474.105,Borough Park
19-Jul,36047022200,3022200,14065,71218,85283,Brooklyn,1896474.105,Borough Park
21-Jul,36047022200,3022200,9918,27770,37688,Brooklyn,1896474.105,Borough Park
19-Aug,36047022200,3022200,11381,13700,25081,Brooklyn,1896474.105,Borough Park
21-Aug,36047022200,3022200,10687,77771,88458,Brooklyn,1896474.105,Borough Park
19-May,36047022400,3022400,5874,60797,66671,Brooklyn,1890190.809,Borough Park
21-May,36047022400,3022400,9767,57936,67703,Brooklyn,1890190.809,Borough Park
19-Jun,36047022400,3022400,9459,132465,141924,Brooklyn,1890190.809,Borough Park
21-Jun,36047022400,3022400,8280,67406,75686,Brooklyn,1890190.809,Borough Park
19-Jul,36047022400,3022400,4806,136344,141150,Brooklyn,1890190.809,Borough Park
21-Jul,36047022400,3022400,4339,18546,22885,Brooklyn,1890190.809,Borough Park
19-Aug,36047022400,3022400,4040,75120,79160,Brooklyn,1890190.809,Borough Park
21-Aug,36047022400,3022400,5540,20191,25731,Brooklyn,1890190.809,Borough Park
19-May,36047022600,3022600,9519,74526,84045,Brooklyn,1680920.332,Borough Park
21-May,36047022600,3022600,11480,51156,62636,Brooklyn,1680920.332,Borough Park
19-Jun,36047022600,3022600,12928,71,12999,Brooklyn,1680920.332,Borough Park
21-Jun,36047022600,3022600,3666,78541,82207,Brooklyn,1680920.332,Borough Park
19-Jul,36047022600,3022600,4535,105700,110235,Brooklyn,1680920.332,Borough Park
21-Jul,36047022600,3022600,15402,27969,43371,Brooklyn,1680920.332,Borough Park
19-Aug,36047022600,3022600,9722,38556,48278,Brooklyn,1680920.332,Borough Park
21-Aug,36047022600,3022600,11386,68410,79796,Brooklyn,1680920.332,Borough Park
19-May,36047022700,3022700,7815,101036,108851,Brooklyn,2588318.213,Bedford-Stuyvesant (West)
21-May,36047022700,3022700,1158,44745,45903,Brooklyn,2588318.213,Bedford-Stuyvesant (West)
19-Jun,36047022700,3022700,4362,87361,91723,Brooklyn,2588318.213,Bedford-Stuyvesant (West)
21-Jun,36047022700,3022700,6106,73237,79343,Brooklyn,2588318.213,Bedford-Stuyvesant (West)
19-Jul,36047022700,3022700,10899,39243,50142,Brooklyn,2588318.213,Bedford-Stuyvesant (West)
21-Jul,36047022700,3022700,0,54515,54515,Brooklyn,2588318.213,Bedford-Stuyvesant (West)
19-Aug,36047022700,3022700,0,71,71,Brooklyn,2588318.213,Bedford-Stuyvesant (West)
21-Aug,36047022700,3022700,8843,17946,26789,Brooklyn,2588318.213,Bedford-Stuyvesant (West)
19-May,36047022800,3022800,9872,44867,54739,Brooklyn,1801521.34,Borough Park
21-May,36047022800,3022800,12540,30161,42701,Brooklyn,1801521.34,Borough Park
19-Jun,36047022800,3022800,6288,71274,77562,Brooklyn,1801521.34,Borough Park
21-Jun,36047022800,3022800,5654,84208,89862,Brooklyn,1801521.34,Borough Park
19-Jul,36047022800,3022800,11929,55152,67081,Brooklyn,1801521.34,Borough Park
21-Jul,36047022800,3022800,6221,137772,143993,Brooklyn,1801521.34,Borough Park
19-Aug,36047022800,3022800,12459,51033,63492,Brooklyn,1801521.34,Borough Park
21-Aug,36047022800,3022800,11589,135526,147115,Brooklyn,1801521.34,Borough Park
19-May,36047022900,3022900,15097,49850,64947,Brooklyn,1849568.348,Bedford-Stuyvesant (West)
21-May,36047022900,3022900,9006,67594,76600,Brooklyn,1849568.348,Bedford-Stuyvesant (West)
19-Jun,36047022900,3022900,11968,148586,160554,Brooklyn,1849568.348,Bedford-Stuyvesant (West)
21-Jun,36047022900,3022900,9229,97617,106846,Brooklyn,1849568.348,Bedford-Stuyvesant (West)
19-Jul,36047022900,3022900,8012,34368,42380,Brooklyn,1849568.348,Bedford-Stuyvesant (West)
21-Jul,36047022900,3022900,0,94684,94684,Brooklyn,1849568.348,Bedford-Stuyvesant (West)
19-Aug,36047022900,3022900,11204,20908,32112,Brooklyn,1849568.348,Bedford-Stuyvesant (West)
21-Aug,36047022900,3022900,12780,89498,102278,Brooklyn,1849568.348,Bedford-Stuyvesant (West)
19-May,36047023000,3023000,5046,151492,156538,Brooklyn,1624924.608,Borough Park
21-May,36047023000,3023000,12521,131912,144433,Brooklyn,1624924.608,Borough Park
19-Jun,36047023000,3023000,6724,110784,117508,Brooklyn,1624924.608,Borough Park
21-Jun,36047023000,3023000,3021,73456,76477,Brooklyn,1624924.608,Borough Park
19-Jul,36047023000,3023000,11308,36697,48005,Brooklyn,1624924.608,Borough Park
21-Jul,36047023000,3023000,12626,90247,102873,Brooklyn,1624924.608,Borough Park
19-Aug,36047023000,3023000,12569,63716,76285,Brooklyn,1624924.608,Borough Park
21-Aug,36047023000,3023000,12624,21853,34477,Brooklyn,1624924.608,Borough Park
19-May,36047023100,3023100,6942,84276,91218,Brooklyn,1716029.922,Clinton Hill
21-May,36047023100,3023100,4444,108127,112571,Brooklyn,1716029.922,Clinton Hill
19-Jun,36047023100,3023100,6539,90457,96996,Brooklyn,1716029.922,Clinton Hill
21-Jun,36047023100,3023100,3403,100501,103904,Brooklyn,1716029.922,Clinton Hill
19-Jul,36047023100,3023100,9543,55250,64793,Brooklyn,1716029.922,Clinton Hill
21-Jul,36047023100,3023100,8518,72781,81299,Brooklyn,1716029.922,Clinton Hill
19-Aug,36047023100,3023100,13125,60091,73216,Brooklyn,1716029.922,Clinton Hill
21-Aug,36047023100,3023100,8197,64648,72845,Brooklyn,1716029.922,Clinton Hill
19-May,36047023200,3023200,6992,64836,71828,Brooklyn,2436821.275,Borough Park
21-May,36047023200,3023200,7522,101303,108825,Brooklyn,2436821.275,Borough Park
19-Jun,36047023200,3023200,15085,2782,17867,Brooklyn,2436821.275,Borough Park
21-Jun,36047023200,3023200,10100,100441,110541,Brooklyn,2436821.275,Borough Park
19-Jul,36047023200,3023200,1579,37179,38758,Brooklyn,2436821.275,Borough Park
21-Jul,36047023200,3023200,6528,85427,91955,Brooklyn,2436821.275,Borough Park
19-Aug,36047023200,3023200,20560,50408,70968,Brooklyn,2436821.275,Borough Park
21-Aug,36047023200,3023200,3986,81768,85754,Brooklyn,2436821.275,Borough Park
19-May,36047023300,3023300,0,41780,41780,Brooklyn,1849442.005,Bedford-Stuyvesant (West)
21-May,36047023300,3023300,5962,56071,62033,Brooklyn,1849442.005,Bedford-Stuyvesant (West)
19-Jun,36047023300,3023300,7498,8082,15580,Brooklyn,1849442.005,Bedford-Stuyvesant (West)
21-Jun,36047023300,3023300,5499,114024,119523,Brooklyn,1849442.005,Bedford-Stuyvesant (West)
19-Jul,36047023300,3023300,4902,78295,83197,Brooklyn,1849442.005,Bedford-Stuyvesant (West)
21-Jul,36047023300,3023300,1116,34910,36026,Brooklyn,1849442.005,Bedford-Stuyvesant (West)
19-Aug,36047023300,3023300,13016,39759,52775,Brooklyn,1849442.005,Bedford-Stuyvesant (West)
21-Aug,36047023300,3023300,11855,102692,114547,Brooklyn,1849442.005,Bedford-Stuyvesant (West)
19-May,36047023400,3023400,0,41905,41905,Brooklyn,1827230.614,Borough Park
21-May,36047023400,3023400,939,104966,105905,Brooklyn,1827230.614,Borough Park
19-Jun,36047023400,3023400,4854,66268,71122,Brooklyn,1827230.614,Borough Park
21-Jun,36047023400,3023400,13058,31992,45050,Brooklyn,1827230.614,Borough Park
19-Jul,36047023400,3023400,10451,76878,87329,Brooklyn,1827230.614,Borough Park
21-Jul,36047023400,3023400,10901,63638,74539,Brooklyn,1827230.614,Borough Park
19-Aug,36047023400,3023400,8471,125222,133693,Brooklyn,1827230.614,Borough Park
21-Aug,36047023400,3023400,7030,126454,133484,Brooklyn,1827230.614,Borough Park
19-May,36047023500,3023500,4827,61231,66058,Brooklyn,1523725.918,Bedford-Stuyvesant (West)
21-May,36047023500,3023500,6374,87689,94063,Brooklyn,1523725.918,Bedford-Stuyvesant (West)
19-Jun,36047023500,3023500,12667,61448,74115,Brooklyn,1523725.918,Bedford-Stuyvesant (West)
21-Jun,36047023500,3023500,10626,62528,73154,Brooklyn,1523725.918,Bedford-Stuyvesant (West)
19-Jul,36047023500,3023500,1421,68841,70262,Brooklyn,1523725.918,Bedford-Stuyvesant (West)
21-Jul,36047023500,3023500,15110,62843,77953,Brooklyn,1523725.918,Bedford-Stuyvesant (West)
19-Aug,36047023500,3023500,3620,61020,64640,Brooklyn,1523725.918,Bedford-Stuyvesant (West)
21-Aug,36047023500,3023500,2021,35713,37734,Brooklyn,1523725.918,Bedford-Stuyvesant (West)
19-May,36047023600,3023600,7639,60596,68235,Brooklyn,1828207.747,Borough Park
21-May,36047023600,3023600,6727,39869,46596,Brooklyn,1828207.747,Borough Park
19-Jun,36047023600,3023600,10129,36161,46290,Brooklyn,1828207.747,Borough Park
21-Jun,36047023600,3023600,10576,53550,64126,Brooklyn,1828207.747,Borough Park
19-Jul,36047023600,3023600,9825,50388,60213,Brooklyn,1828207.747,Borough Park
21-Jul,36047023600,3023600,16864,116925,133789,Brooklyn,1828207.747,Borough Park
19-Aug,36047023600,3023600,8430,89529,97959,Brooklyn,1828207.747,Borough Park
21-Aug,36047023600,3023600,233,87602,87835,Brooklyn,1828207.747,Borough Park
19-May,36047023800,3023800,6853,75861,82714,Brooklyn,1828765.841,Borough Park
21-May,36047023800,3023800,6214,63485,69699,Brooklyn,1828765.841,Borough Park
19-Jun,36047023800,3023800,4577,61514,66091,Brooklyn,1828765.841,Borough Park
21-Jun,36047023800,3023800,6020,72527,78547,Brooklyn,1828765.841,Borough Park
19-Jul,36047023800,3023800,7966,36745,44711,Brooklyn,1828765.841,Borough Park
21-Jul,36047023800,3023800,14721,125054,139775,Brooklyn,1828765.841,Borough Park
19-Aug,36047023800,3023800,9978,109361,119339,Brooklyn,1828765.841,Borough Park
21-Aug,36047023800,3023800,9466,97253,106719,Brooklyn,1828765.841,Borough Park
19-May,36047024000,3024000,3697,37113,40810,Brooklyn,1827206.318,Borough Park
21-May,36047024000,3024000,12976,51133,64109,Brooklyn,1827206.318,Borough Park
19-Jun,36047024000,3024000,11979,36858,48837,Brooklyn,1827206.318,Borough Park
21-Jun,36047024000,3024000,12302,111323,123625,Brooklyn,1827206.318,Borough Park
19-Jul,36047024000,3024000,7659,144358,152017,Brooklyn,1827206.318,Borough Park
21-Jul,36047024000,3024000,5819,65203,71022,Brooklyn,1827206.318,Borough Park
19-Aug,36047024000,3024000,9658,136755,146413,Brooklyn,1827206.318,Borough Park
21-Aug,36047024000,3024000,11095,12539,23634,Brooklyn,1827206.318,Borough Park
19-May,36047024100,3024100,11166,100566,111732,Brooklyn,1939949.757,Bedford-Stuyvesant (West)
21-May,36047024100,3024100,11831,52234,64065,Brooklyn,1939949.757,Bedford-Stuyvesant (West)
19-Jun,36047024100,3024100,92,90566,90658,Brooklyn,1939949.757,Bedford-Stuyvesant (West)
21-Jun,36047024100,3024100,12808,64332,77140,Brooklyn,1939949.757,Bedford-Stuyvesant (West)
19-Jul,36047024100,3024100,7958,48886,56844,Brooklyn,1939949.757,Bedford-Stuyvesant (West)
21-Jul,36047024100,3024100,7621,46176,53797,Brooklyn,1939949.757,Bedford-Stuyvesant (West)
19-Aug,36047024100,3024100,13059,66477,79536,Brooklyn,1939949.757,Bedford-Stuyvesant (West)
21-Aug,36047024100,3024100,12345,26525,38870,Brooklyn,1939949.757,Bedford-Stuyvesant (West)
19-May,36047024200,3024200,3306,88170,91476,Brooklyn,2061125.143,Borough Park
21-May,36047024200,3024200,11588,100118,111706,Brooklyn,2061125.143,Borough Park
19-Jun,36047024200,3024200,5235,50886,56121,Brooklyn,2061125.143,Borough Park
21-Jun,36047024200,3024200,9451,112927,122378,Brooklyn,2061125.143,Borough Park
19-Jul,36047024200,3024200,27692,96103,123795,Brooklyn,2061125.143,Borough Park
21-Jul,36047024200,3024200,3464,71455,74919,Brooklyn,2061125.143,Borough Park
19-Aug,36047024200,3024200,12102,85887,97989,Brooklyn,2061125.143,Borough Park
21-Aug,36047024200,3024200,13745,71,13816,Brooklyn,2061125.143,Borough Park
19-May,36047024300,3024300,6159,66426,72585,Brooklyn,1661539.498,Bedford-Stuyvesant (West)
21-May,36047024300,3024300,8158,57733,65891,Brooklyn,1661539.498,Bedford-Stuyvesant (West)
19-Jun,36047024300,3024300,7744,48137,55881,Brooklyn,1661539.498,Bedford-Stuyvesant (West)
21-Jun,36047024300,3024300,12230,64177,76407,Brooklyn,1661539.498,Bedford-Stuyvesant (West)
19-Jul,36047024300,3024300,11043,56933,67976,Brooklyn,1661539.498,Bedford-Stuyvesant (West)
21-Jul,36047024300,3024300,5354,70727,76081,Brooklyn,1661539.498,Bedford-Stuyvesant (West)
19-Aug,36047024300,3024300,9409,95613,105022,Brooklyn,1661539.498,Bedford-Stuyvesant (West)
21-Aug,36047024300,3024300,4046,36646,40692,Brooklyn,1661539.498,Bedford-Stuyvesant (West)
19-May,36047024400,3024400,4673,73714,78387,Brooklyn,1670948.437,Mapleton-Midwood (West)
21-May,36047024400,3024400,6884,123470,130354,Brooklyn,1670948.437,Mapleton-Midwood (West)
19-Jun,36047024400,3024400,15427,85610,101037,Brooklyn,1670948.437,Mapleton-Midwood (West)
21-Jun,36047024400,3024400,14767,137700,152467,Brooklyn,1670948.437,Mapleton-Midwood (West)
19-Jul,36047024400,3024400,6671,1691,8362,Brooklyn,1670948.437,Mapleton-Midwood (West)
21-Jul,36047024400,3024400,7629,58405,66034,Brooklyn,1670948.437,Mapleton-Midwood (West)
19-Aug,36047024400,3024400,11454,79857,91311,Brooklyn,1670948.437,Mapleton-Midwood (West)
21-Aug,36047024400,3024400,3682,65278,68960,Brooklyn,1670948.437,Mapleton-Midwood (West)
19-May,36047024500,3024500,8581,83774,92355,Brooklyn,1795931.741,Bedford-Stuyvesant (West)
21-May,36047024500,3024500,9179,88548,97727,Brooklyn,1795931.741,Bedford-Stuyvesant (West)
19-Jun,36047024500,3024500,9973,65854,75827,Brooklyn,1795931.741,Bedford-Stuyvesant (West)
21-Jun,36047024500,3024500,8995,51023,60018,Brooklyn,1795931.741,Bedford-Stuyvesant (West)
19-Jul,36047024500,3024500,11777,45088,56865,Brooklyn,1795931.741,Bedford-Stuyvesant (West)
21-Jul,36047024500,3024500,8625,71,8696,Brooklyn,1795931.741,Bedford-Stuyvesant (West)
19-Aug,36047024500,3024500,13461,71,13532,Brooklyn,1795931.741,Bedford-Stuyvesant (West)
21-Aug,36047024500,3024500,7169,26777,33946,Brooklyn,1795931.741,Bedford-Stuyvesant (West)
19-May,36047024600,3024600,7671,81436,89107,Brooklyn,1845582.725,Mapleton-Midwood (West)
21-May,36047024600,3024600,11825,26799,38624,Brooklyn,1845582.725,Mapleton-Midwood (West)
19-Jun,36047024600,3024600,22892,152425,175317,Brooklyn,1845582.725,Mapleton-Midwood (West)
21-Jun,36047024600,3024600,3801,79748,83549,Brooklyn,1845582.725,Mapleton-Midwood (West)
19-Jul,36047024600,3024600,14283,84508,98791,Brooklyn,1845582.725,Mapleton-Midwood (West)
21-Jul,36047024600,3024600,8480,80931,89411,Brooklyn,1845582.725,Mapleton-Midwood (West)
19-Aug,36047024600,3024600,9069,130131,139200,Brooklyn,1845582.725,Mapleton-Midwood (West)
21-Aug,36047024600,3024600,8056,26927,34983,Brooklyn,1845582.725,Mapleton-Midwood (West)
19-May,36047024700,3024700,0,46279,46279,Brooklyn,1934649.874,Bedford-Stuyvesant (West)
21-May,36047024700,3024700,18133,80157,98290,Brooklyn,1934649.874,Bedford-Stuyvesant (West)
19-Jun,36047024700,3024700,0,56179,56179,Brooklyn,1934649.874,Bedford-Stuyvesant (West)
21-Jun,36047024700,3024700,8715,105875,114590,Brooklyn,1934649.874,Bedford-Stuyvesant (West)
19-Jul,36047024700,3024700,6247,149768,156015,Brooklyn,1934649.874,Bedford-Stuyvesant (West)
21-Jul,36047024700,3024700,12714,93092,105806,Brooklyn,1934649.874,Bedford-Stuyvesant (West)
19-Aug,36047024700,3024700,11019,102345,113364,Brooklyn,1934649.874,Bedford-Stuyvesant (West)
21-Aug,36047024700,3024700,8527,94050,102577,Brooklyn,1934649.874,Bedford-Stuyvesant (West)
19-May,36047024800,3024800,7921,36664,44585,Brooklyn,1895137.29,Bensonhurst
21-May,36047024800,3024800,10241,97369,107610,Brooklyn,1895137.29,Bensonhurst
19-Jun,36047024800,3024800,11325,35148,46473,Brooklyn,1895137.29,Bensonhurst
21-Jun,36047024800,3024800,1895,79309,81204,Brooklyn,1895137.29,Bensonhurst
19-Jul,36047024800,3024800,2751,40653,43404,Brooklyn,1895137.29,Bensonhurst
21-Jul,36047024800,3024800,9745,65915,75660,Brooklyn,1895137.29,Bensonhurst
19-Aug,36047024800,3024800,13480,76195,89675,Brooklyn,1895137.29,Bensonhurst
21-Aug,36047024800,3024800,7454,71424,78878,Brooklyn,1895137.29,Bensonhurst
19-May,36047024900,3024900,7615,120657,128272,Brooklyn,1813352.575,Bedford-Stuyvesant (West)
21-May,36047024900,3024900,4868,54400,59268,Brooklyn,1813352.575,Bedford-Stuyvesant (West)
19-Jun,36047024900,3024900,19197,115834,135031,Brooklyn,1813352.575,Bedford-Stuyvesant (West)
21-Jun,36047024900,3024900,5695,52642,58337,Brooklyn,1813352.575,Bedford-Stuyvesant (West)
19-Jul,36047024900,3024900,3432,44285,47717,Brooklyn,1813352.575,Bedford-Stuyvesant (West)
21-Jul,36047024900,3024900,13575,71,13646,Brooklyn,1813352.575,Bedford-Stuyvesant (West)
19-Aug,36047024900,3024900,6561,91097,97658,Brooklyn,1813352.575,Bedford-Stuyvesant (West)
21-Aug,36047024900,3024900,12554,68971,81525,Brooklyn,1813352.575,Bedford-Stuyvesant (West)
19-May,36047025000,3025000,9624,50621,60245,Brooklyn,1867361.685,Bensonhurst
21-May,36047025000,3025000,17660,161054,178714,Brooklyn,1867361.685,Bensonhurst
19-Jun,36047025000,3025000,7266,102168,109434,Brooklyn,1867361.685,Bensonhurst
21-Jun,36047025000,3025000,8701,55993,64694,Brooklyn,1867361.685,Bensonhurst
19-Jul,36047025000,3025000,0,121034,121034,Brooklyn,1867361.685,Bensonhurst
21-Jul,36047025000,3025000,12350,89437,101787,Brooklyn,1867361.685,Bensonhurst
19-Aug,36047025000,3025000,1428,16723,18151,Brooklyn,1867361.685,Bensonhurst
21-Aug,36047025000,3025000,0,68974,68974,Brooklyn,1867361.685,Bensonhurst
19-May,36047025100,3025100,7961,15275,23236,Brooklyn,1490422.896,Bedford-Stuyvesant (West)
21-May,36047025100,3025100,6039,18691,24730,Brooklyn,1490422.896,Bedford-Stuyvesant (West)
19-Jun,36047025100,3025100,6946,74954,81900,Brooklyn,1490422.896,Bedford-Stuyvesant (West)
21-Jun,36047025100,3025100,9949,66869,76818,Brooklyn,1490422.896,Bedford-Stuyvesant (West)
19-Jul,36047025100,3025100,19112,105243,124355,Brooklyn,1490422.896,Bedford-Stuyvesant (West)
21-Jul,36047025100,3025100,4982,64898,69880,Brooklyn,1490422.896,Bedford-Stuyvesant (West)
19-Aug,36047025100,3025100,11961,65515,77476,Brooklyn,1490422.896,Bedford-Stuyvesant (West)
21-Aug,36047025100,3025100,339,122006,122345,Brooklyn,1490422.896,Bedford-Stuyvesant (West)
19-May,36047025200,3025200,13088,61305,74393,Brooklyn,1950979.162,Bensonhurst
21-May,36047025200,3025200,13808,67968,81776,Brooklyn,1950979.162,Bensonhurst
19-Jun,36047025200,3025200,4592,81953,86545,Brooklyn,1950979.162,Bensonhurst
21-Jun,36047025200,3025200,9163,106641,115804,Brooklyn,1950979.162,Bensonhurst
19-Jul,36047025200,3025200,9162,43264,52426,Brooklyn,1950979.162,Bensonhurst
21-Jul,36047025200,3025200,4492,89052,93544,Brooklyn,1950979.162,Bensonhurst
19-Aug,36047025200,3025200,5697,81729,87426,Brooklyn,1950979.162,Bensonhurst
21-Aug,36047025200,3025200,941,79911,80852,Brooklyn,1950979.162,Bensonhurst
19-May,36047025300,3025300,1821,99426,101247,Brooklyn,1741979.536,Bedford-Stuyvesant (West)
21-May,36047025300,3025300,6595,123080,129675,Brooklyn,1741979.536,Bedford-Stuyvesant (West)
